tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,numVotes_log1p,label,genres,titleType,isAdult,dir_count,dir_avg_birth_year,dir_min_birth_year,dir_avg_death_year,dir_professions,wri_count,wri_avg_birth_year,wri_min_birth_year,wri_avg_death_year,wri_professions,startYear_was_missing,runtimeMinutes_was_missing,numVotes_was_missing,genre_year_direct,genre_runtime_direct,genre_votes_direct,genre_rating_direct,genre_gross_direct,genre_external_rows,genre_source_file_count,genre_title_variant_count,genre_year_variant_count,genre_runtime_variant_count,genre_votes_variant_count,genre_rating_variant_count,genre_title_external,genre_title_key_external,genre_token_count,genre_labels,genre_match_flag,genre_title_key,genre_title_exact,genre_year_abs_diff,genre_runtime_abs_diff,genre_center_year,genre_center_runtime,genre_center_rating,genre_center_votes,genre_center_gross_usd,genre_fill_startYear,genre_fill_runtimeMinutes,genre_fill_numVotes,genre_fill_startYear_source,genre_fill_runtime_source,genre_fill_numVotes_source,title_key,rt_id,rt_movie_title,rt_year,rt_tomatometer_rating,rt_tomatometer_count,rt_audience_rating,rt_audience_count,rt_runtime_minutes,rt_high,rt_certified_fresh,candidate_count,year_diff,runtime_diff,rt_match_flag,rt_tomatometer_missing,rt_audience_missing,rt_score_gap,rt_score_gap_abs,rt_popularity_log1p,oscar_was_nominated,oscar_was_winner,oscar_num_nominations,oscar_num_wins
tt2006721,Divorce Invitation,Divorce Invitation,2012,110,7.317212408359839,False,Comedy Romance,movie,0.0,1,,,,director writer composer,3,,,,"writer actor script_department,director writer composer,producer miscellaneous director",0,0,0,2012.0,110.0,1543.0,4.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Divorce Invitation,divorce invitation,2.0,comedy|romance,1,divorce invitation,1,0.0,0.0,2000.5,94.0,6.1,186.0,3351563.2031327677,2012.0,110.0,1543.0,direct_tconst,direct_tconst,direct_tconst,divorce invitation,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt1629242,Careful What You Wish For,,2015,91,8.982435503560263,False,Drama Romance Thriller,movie,0.0,1,,,,director producer miscellaneous,1,,,,producer director writer,0,0,0,2015.0,91.0,8357.0,5.6,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Careful What You Wish For,careful what you wish for,2.0,drama|thriller,1,careful what you wish for,1,0.0,0.0,2005.0,94.0,5.95,220.49999999999994,2923883.9999999977,2015.0,91.0,8357.0,direct_tconst,direct_tconst,direct_tconst,careful what you wish for,4100.0,Careful What You Wish For,2016.0,17,24,62.0,2712.0,91.0,0.0,0.0,1.0,1.0,0.0,1,0,0,-45.0,45.0,3.2188758248682006,0,0,0,0
tt0884214,Wreckage,Wreckage,1997,87,8.404563430177072,False,Horror Thriller,movie,0.0,1,1971.0,1971.0,,director writer producer,1,,,,producer writer director,0,0,0,2010.0,87.0,1229.0,4.2,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,Wreckage,wreckage,2.0,horror|thriller,1,wreckage,1,13.0,0.0,2012.0,91.0,5.35,232.99999999999997,3925025.499999999,2010.0,87.0,1229.0,direct_tconst,direct_tconst,direct_tconst,wreckage,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0069464,Virgin Witch,,1972,88,7.103322062526113,False,Horror,movie,0.0,1,1932.0,1932.0,2023.0,director stunts producer,1,1920.0,1920.0,2015.0,writer producer actress,0,0,0,1972.0,88.0,1411.0,4.9,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Virgin Witch,virgin witch,1.0,horror,1,virgin witch,1,0.0,0.0,2013.0,89.0,5.0,189.0,3369307.0000000023,1972.0,88.0,1411.0,direct_tconst,direct_tconst,direct_tconst,virgin witch,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0490170,Love Story 2050,Love Story 2050,2008,180,7.796880342783522,False,Action Adventure Drama,movie,0.0,1,,,,producer director writer,6,1967.5,1961.0,,"writer music_department producer,writer director actor,casting_director writer director,writer director producer,producer director writer,writer",0,0,0,2008.0,180.0,2520.0,2.6,,4.0,4.0,1.0,1.0,1.0,2.0,1.0,Love Story 2050,love story 2050,5.0,action|adventure|drama|romance|science fiction,1,love story 2050,1,0.0,0.0,1999.0,94.0,5.9,150.0,10971463.216394272,2008.0,180.0,2520.0,direct_tconst,direct_tconst,direct_tconst,love story 2050,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0097630,Journey to the Center of the Earth,Journey to the Center of the Earth,1988,100,7.110696122978827,False,Adventure Sci Fi,movie,0.0,2,1953.0,1953.0,2022.0,"director writer producer,producer writer director",4,1953.0,1953.0,2022.0,"director writer producer,writer editor miscellaneous,producer writer director",0,0,0,1988.0,100.0,1327.0,2.6,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,Journey to the Center of the Earth,journey to the center of the earth,2.0,adventure|science fiction,1,journey to the center of the earth,1,0.0,0.0,2000.5,90.0,5.75,242.49999999999994,15105288.404034592,1988.0,100.0,1327.0,direct_tconst,direct_tconst,direct_tconst,journey to the center of the earth,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt2234543,A Castle in Italy,,2013,104,7.05617528410041,False,Comedy Drama,movie,0.0,1,1964.0,1964.0,,actress writer director,3,1964.0,1964.0,,"actress writer director,writer director script_department",0,0,0,,,,,,,,,,,,,,,,,0,a castle in italy,0,,,,,,,,,,,none,none,none,a castle in italy,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt1723124,Inbred,,2011,98,8.515591910049263,False,Horror,movie,0.0,1,,,,director writer actor,2,,,,"writer editor director,director writer actor",0,0,0,2011.0,98.0,5363.0,5.3,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Inbred,inbred,2.0,comedy|horror,1,inbred,1,0.0,0.0,2009.0,91.0,5.5,205.5,4181216.703132769,2011.0,98.0,5363.0,direct_tconst,direct_tconst,direct_tconst,inbred,7860.0,Inbred,2011.0,18,11,29.0,359.0,98.0,0.0,0.0,1.0,0.0,0.0,1,0,0,-11.0,11.0,2.4849066497880004,0,0,0,0
tt1608516,Lauf Junge lauf,Lauf Junge lauf,2013,112,7.7706452341291765,True,Action Biography Drama,movie,0.0,1,1955.0,1955.0,,director writer producer,4,1952.6666666666667,1931.0,2022.0,"writer director actor,director writer producer,writer",0,0,0,2013.0,112.0,2586.0,7.1,,3.0,3.0,1.0,1.0,1.0,2.0,1.0,Run Boy Run,run boy run,4.0,action|biography|drama|war,1,lauf junge lauf,0,0.0,0.0,1999.0,95.5,6.300000000000001,157.99999999999994,2321170.9999999995,2013.0,112.0,2586.0,direct_tconst,direct_tconst,direct_tconst,lauf junge lauf,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0066546,Why Does Herr R Run Amok,,1970,88,7.837159650001675,True,Drama,movie,0.0,2,1942.5,1940.0,1982.0,"writer director actor,producer writer director",2,1942.5,1940.0,1982.0,"writer director actor,producer writer director",0,0,0,,,,,,,,,,,,,,,,,0,why does herr r run amok,0,,,,,,,,,,,none,none,none,why does herr r run amok,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0225009,964 Pinocchio,964 Pinocchio,1991,97,7.463363045520021,False,Horror Sci Fi,movie,0.0,1,,,,director writer editor,3,,,,"actor writer,director writer editor,writer",0,0,0,1991.0,97.0,1985.0,5.5,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,964 Pinocchio,964 pinocchio,2.0,horror|science fiction,1,964 pinocchio,1,0.0,0.0,2012.0,89.5,5.3,270.49999999999994,8178309.404034582,1991.0,97.0,1985.0,direct_tconst,direct_tconst,direct_tconst,964 pinocchio,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt1781775,Beneath the Darkness,Beneath the Darkness,2011,96,8.698180525197055,False,Horror Mystery Thriller,movie,0.0,1,1965.0,1965.0,,producer music_department director,1,,,,writer producer soundtrack,0,0,0,2011.0,96.0,6189.0,4.5,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,Beneath the Darkness,beneath the darkness,2.0,horror|thriller,1,beneath the darkness,1,0.0,0.0,2012.0,91.0,5.35,232.99999999999997,3925025.499999999,2011.0,96.0,6189.0,direct_tconst,direct_tconst,direct_tconst,beneath the darkness,3262.0,Beneath The Darkness,2012.0,4,24,15.0,1602.0,98.0,0.0,0.0,1.0,1.0,2.0,1,0,0,-11.0,11.0,3.2188758248682006,0,0,0,0
tt0164221,Virtual Sexuality,Virtual Sexuality,1997,92,8.46029941822528,False,Comedy Drama Romance,movie,0.0,1,1959.0,1959.0,,director producer miscellaneous,2,1959.0,1959.0,2022.0,"writer,writer script_department",0,0,0,1999.0,92.0,2940.5,5.1,43865.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,Virtual Sexuality,virtual sexuality,4.0,comedy|drama|romance|science fiction,1,virtual sexuality,1,2.0,0.0,2002.0,94.0,6.1,193.0,3351563.2031327677,1999.0,92.0,2940.5,direct_tconst,direct_tconst,direct_tconst,virtual sexuality,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0100502,RoboCop 2,,1990,117,11.342730087974115,False,Action Crime Sci Fi,movie,0.0,1,1923.0,1923.0,2010.0,director cinematographer actor,4,1949.75,1936.0,,"writer miscellaneous producer,writer producer actor,producer writer miscellaneous,writer miscellaneous director",0,0,0,1990.0,117.0,88208.0,5.8,45681173.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,RoboCop 2,robocop 2,4.0,action|crime|science fiction|thriller,1,robocop 2,1,0.0,0.0,2005.0,92.5,5.75,226.99999999999994,7726103.608197134,1990.0,117.0,88208.0,direct_tconst,direct_tconst,direct_tconst,robocop 2,11902.0,Robocop 2,1990.0,31,36,36.0,89928.0,117.0,0.0,0.0,1.0,0.0,0.0,1,0,0,-5.0,5.0,3.6109179126442243,0,0,0,0
tt0017271,By the Law,,1997,80,6.964135612418245,True,Action Drama Mystery,movie,0.0,1,1899.0,1899.0,1970.0,director art_director writer,3,1889.3333333333333,1876.0,1956.6666666666667,"writer actor miscellaneous,writer actor archive_footage,director art_director writer",0,0,0,1926.0,80.0,1144.0,7.6,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,By the Law,by the law,3.0,action|drama|mystery,1,by the law,1,71.0,0.0,1999.0,94.0,6.0,163.99999999999994,3777825.5901044183,1926.0,80.0,1144.0,direct_tconst,direct_tconst,direct_tconst,by the law,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0107472,The Wonderful Horrible Life of Leni Riefenstahl,Die Macht der Bilder Leni Riefenstahl,1993,183,7.977968093128549,True,Biography Documentary History,movie,0.0,1,,,,director writer producer,1,,,,director writer producer,0,0,0,,,,,,,,,,,,,,,,,0,the wonderful horrible life of leni riefenstahl,0,,,,,,,,,,,none,none,none,the wonderful horrible life of leni riefenstahl,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0015841,The Freshman,The Freshman,1925,77,8.589513852995864,True,Comedy Family Romance,movie,0.0,2,1891.5,1888.0,1962.5,"actor director archive_footage,writer director producer",6,1890.5,1885.0,1950.5,"writer script_department director,writer director producer,director writer producer,director writer archive_footage,writer soundtrack,actor producer director",0,0,0,1925.0,77.0,5715.0,7.5,1392.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,The Freshman,the freshman,5.0,comedy|family|music|romance|sport,1,the freshman,1,0.0,0.0,2005.0,91.0,6.2,169.00000000000006,4993126.406265535,1925.0,77.0,5715.0,direct_tconst,direct_tconst,direct_tconst,the freshman,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0356154,Wolf Summer,,1997,87,7.00850518208228,False,Adventure Drama Family,movie,0.0,1,,,,cinematographer director editor,1,,,,cinematographer director editor,0,0,0,2003.0,87.0,1162.0,5.9,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,Wolf Summer,wolf summer,3.0,adventure|drama|family,1,wolf summer,1,6.0,0.0,1999.0,90.0,6.2,132.99999999999997,17223265.000000022,2003.0,87.0,1162.0,direct_tconst,direct_tconst,direct_tconst,wolf summer,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt1323594,Despicable Me,,2010,95,8.491933390334424,True,Adventure Animation Comedy,movie,0.0,2,1967.0,1967.0,,"producer actor art_department,director writer actor",3,1967.5,1964.0,,"writer producer music_department,writer producer director,writer animation_department art_department",0,0,0,2010.0,95.0,553741.0,7.6,251513985.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,Despicable Me,despicable me,6.0,adventure|animation|comedy|crime|family|science fiction,1,despicable me,1,0.0,0.0,2006.0,90.0,6.05,173.5,14173346.483515183,2010.0,95.0,553741.0,direct_tconst,direct_tconst,direct_tconst,despicable me,1766.0,Despicable Me,2010.0,81,197,82.0,267208.0,95.0,1.0,1.0,1.0,0.0,0.0,1,0,0,-1.0,1.0,5.288267030694535,0,0,0,0
tt0053796,The Entertainer,The Entertainer,1960,96,8.095293776844649,True,Drama,movie,0.0,1,1928.0,1928.0,1991.0,director producer writer,2,1925.5,1922.0,2000.0,"writer actor special_effects,writer actor soundtrack",0,0,0,,,,,,,,,,,,,,,,,0,the entertainer,0,,,,,,,,,,,none,none,none,the entertainer,842.0,The Entertainer,1960.0,75,12,73.0,1162.0,97.0,1.0,0.0,1.0,0.0,1.0,1,0,0,2.0,2.0,2.5649493574615367,1,0,1,0
tt0257290,Glass Tiger,,2001,100,8.791790024319363,True,Comedy,movie,0.0,2,1960.0,1959.0,,"producer director writer,actor writer producer",4,1960.0,1959.0,,"writer script_department actress,producer director writer,writer script_department,actor writer producer",0,0,0,,,,,,,,,,,,,,,,,0,glass tiger,0,,,,,,,,,,,none,none,none,glass tiger,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0102469,Mortal Thoughts,,1991,103,9.074635189810808,False,Mystery Thriller,movie,0.0,1,1943.0,1943.0,,director writer assistant_director,2,,,,"director actor producer,actor writer director",0,0,0,1991.0,103.0,9183.0,5.7,19018321.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,Mortal Thoughts,mortal thoughts,2.0,mystery|thriller,1,mortal thoughts,1,0.0,0.0,2009.5,92.0,5.85,265.0,4129284.795052207,1991.0,103.0,9183.0,direct_tconst,direct_tconst,direct_tconst,mortal thoughts,10007.0,Mortal Thoughts,1991.0,57,14,35.0,6515.0,102.0,0.0,0.0,1.0,0.0,1.0,1,0,0,22.0,22.0,2.70805020110221,0,0,0,0
tt0269410,Jonssonligan spelar hogt,,2000,92,7.450079569807499,False,Comedy Crime,movie,0.0,1,1946.0,1946.0,2002.0,director writer,4,1943.75,1934.0,2002.0,"actor writer soundtrack,producer sound_department writer,producer writer director,director writer",0,0,0,2000.0,92.0,1808.0,4.6,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Jönssonligan spelar högt,j nssonligan spelar h gt,2.0,comedy|crime,1,jonssonligan spelar hogt,0,0.0,0.0,1999.0,92.5,6.05,199.5,3849750.703132767,2000.0,92.0,1808.0,direct_tconst,direct_tconst,direct_tconst,jonssonligan spelar hogt,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0075993,An Enemy of the People,,1978,103,7.222566018822171,True,Drama,movie,0.0,1,1920.0,1920.0,1997.0,director producer writer,3,1890.0,1828.0,1963.3333333333333,"writer actor miscellaneous,writer producer miscellaneous,writer soundtrack archive_footage",0,0,0,,,,,,,,,,,,,,,,,0,an enemy of the people,0,,,,,,,,,,,none,none,none,an enemy of the people,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0112499,The Big Green,,1995,100,8.549864587681451,False,Comedy Family Sport,movie,0.0,1,1958.0,1958.0,,writer producer director,1,1958.0,1958.0,,writer producer director,0,0,0,1995.0,100.0,10446.0,5.5,17725500.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,The Big Green,the big green,3.0,comedy|family|sport,1,the big green,1,0.0,0.0,2007.0,91.0,6.2,222.00000000000003,8020498.238890928,1995.0,100.0,10446.0,direct_tconst,direct_tconst,direct_tconst,the big green,3380.0,The Big Green,1995.0,0,5,46.0,36195.0,99.0,0.0,0.0,1.0,0.0,1.0,1,0,0,-46.0,46.0,1.791759469228055,0,0,0,0
tt0338949,Edi,,2002,97,7.663407664893479,True,Drama,movie,0.0,1,1964.0,1964.0,,director writer,2,1963.5,1963.0,,"writer assistant_director actor,director writer",0,0,0,,,,,,,,,,,,,,,,,0,edi,0,,,,,,,,,,,none,none,none,edi,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt1536410,Faces in the Crowd,,2011,103,9.855661923053523,False,Crime Drama Mystery,movie,0.0,1,,,,writer director producer,3,1972.0,1972.0,,"editorial_department writer director,writer director producer,writer director actress",0,0,0,2011.0,103.0,19621.0,5.7,,4.0,4.0,1.0,1.0,1.0,2.0,1.0,Faces in the Crowd,faces in the crowd,5.0,crime|drama|mystery|romance|thriller,1,faces in the crowd,1,0.0,0.0,1999.0,93.0,6.1,176.99999999999997,2706374.999999999,2011.0,103.0,19621.0,direct_tconst,direct_tconst,direct_tconst,faces in the crowd,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0959329,Nine Dead,,2009,98,9.491148875484791,False,Crime Drama Horror,movie,0.0,1,1975.0,1975.0,,camera_department production_department director,1,1974.0,1974.0,,actor writer editorial_department,0,0,0,2009.0,98.0,13759.0,5.4,,4.0,4.0,1.0,1.0,1.0,1.0,1.0,Nine Dead,nine dead,5.0,crime|drama|horror|mystery|thriller,1,nine dead,1,0.0,0.0,2008.0,92.0,6.0,189.0,3369307.0000000023,2009.0,98.0,13759.0,direct_tconst,direct_tconst,direct_tconst,nine dead,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt2578608,Krampus The Christmas Devil,Krampus The Christmas Devil,2013,82,7.489970898834801,False,Action Horror Thriller,movie,0.0,1,,,,actor producer writer,1,,,,actor producer writer,0,0,0,2013.0,82.0,1927.0,1.6,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,Krampus: The Christmas Devil,krampus the christmas devil,3.0,action|horror|thriller,1,krampus the christmas devil,1,0.0,0.0,2011.0,93.0,5.7,189.0,4480743.999999996,2013.0,82.0,1927.0,direct_tconst,direct_tconst,direct_tconst,krampus the christmas devil,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt4129870,White Girl,White Girl,2016,88,9.25770094333602,False,Crime Drama,movie,0.0,1,,,,director actress producer,1,,,,director actress producer,0,0,0,2016.0,88.0,11184.0,5.7,198493.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White Girl,white girl,2.0,crime|drama,1,white girl,1,0.0,0.0,1996.0,93.5,6.15,170.49999999999994,2036699.499999999,2016.0,88.0,11184.0,direct_tconst,direct_tconst,direct_tconst,white girl,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt8956872,Valhalla The Legend of Thor,Valhalla,2019,105,8.032035314398824,False,Adventure Fantasy Thriller,movie,0.0,1,1981.0,1981.0,,director writer assistant_director,3,1969.5,1958.0,,"writer director actor,writer script_department director,director writer assistant_director",0,0,0,2019.0,105.0,3463.0,5.2,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,Valhalla - The Legend of Thor,valhalla the legend of thor,3.0,adventure|fantasy|thriller,1,valhalla the legend of thor,1,0.0,0.0,2008.0,91.0,5.9,215.00000000000006,12735902.592790604,2019.0,105.0,3463.0,direct_tconst,direct_tconst,direct_tconst,valhalla the legend of thor,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt5985052,High Society,,2017,100,7.002155954403621,False,Comedy,movie,0.0,1,1975.0,1975.0,,writer director actress,1,1975.0,1975.0,,writer director actress,0,0,0,,,,,,,,,,,,,,,,,0,high society,0,,,,,,,,,,,none,none,none,high society,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt1825683,Black Panther,,2018,134,13.444926471694242,True,Action Adventure Sci Fi,movie,0.0,1,1986.0,1986.0,,producer director writer,4,1941.6666666666667,1917.0,2006.0,"producer director writer,producer writer director,writer miscellaneous animation_department,producer writer actor",0,0,0,2018.0,134.0,785813.0,7.3,700059566.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,Black Panther,black panther,3.0,action|adventure|science fiction,1,black panther,1,0.0,0.0,1999.0,90.0,5.8,132.99999999999997,12987311.808069162,2018.0,134.0,785813.0,direct_tconst,direct_tconst,direct_tconst,black panther,3485.0,Black Panther,2018.0,97,487,79.0,88211.0,135.0,1.0,1.0,1.0,0.0,1.0,1,0,0,18.0,18.0,6.1903154058531475,1,1,7,3
tt9165634,Hanum Rangga,,2018,90,8.169902647359145,False,Drama Romance,movie,0.0,1,,,,director writer actor,3,,,,"writer producer,director writer actor,writer producer actor",0,0,0,2018.0,90.0,3548.0,1.2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Hanum & Rangga,hanum rangga,2.0,drama|romance,1,hanum rangga,1,0.0,0.0,1997.5,95.0,6.2,156.99999999999997,1538511.9999999995,2018.0,90.0,3548.0,direct_tconst,direct_tconst,direct_tconst,hanum rangga,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt4786132,Lady Like,Lady Like,2017,82,8.699848026000312,False,Comedy Romance,movie,0.0,1,,,,director writer producer,2,,,,"writer producer miscellaneous,director writer producer",0,0,0,2017.0,82.0,6848.0,5.1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Lady-Like,lady like,2.0,comedy|romance,1,lady like,1,0.0,0.0,2000.5,94.0,6.1,186.0,3351563.2031327677,2017.0,82.0,6848.0,direct_tconst,direct_tconst,direct_tconst,lady like,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt2679480,Sulemani Keeda,,2014,89,7.8407064517494,True,Comedy Romance,movie,0.0,1,,,,writer director producer,1,,,,writer director producer,0,0,0,2014.0,89.0,2567.0,7.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sulemani Keeda,sulemani keeda,2.0,comedy|romance,1,sulemani keeda,1,0.0,0.0,2000.5,94.0,6.1,186.0,3351563.2031327677,2014.0,89.0,2567.0,direct_tconst,direct_tconst,direct_tconst,sulemani keeda,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt6262764,Rip Tide,,2017,85,8.107418811719974,False,Drama Family,movie,0.0,1,,,,director writer cinematographer,1,,,,writer producer script_department,0,0,0,2017.0,85.0,3651.0,5.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Rip Tide,rip tide,2.0,drama|family,1,rip tide,1,0.0,0.0,2003.0,92.5,6.2,141.0,10235687.000000011,2017.0,85.0,3651.0,direct_tconst,direct_tconst,direct_tconst,rip tide,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt6964562,Black Site,,2018,91,7.050989447068045,False,Action Horror Sci Fi,movie,0.0,1,,,,director writer producer,1,,,,director writer producer,0,0,0,2018.0,91.0,1242.0,3.7,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,Black Site,black site,3.0,action|horror|science fiction,1,black site,1,0.0,0.0,2011.0,90.0,5.6,189.0,10971463.216394272,2018.0,91.0,1242.0,direct_tconst,direct_tconst,direct_tconst,black site,3493.0,Black Site,,71,7,14.0,17.0,87.0,0.0,0.0,1.0,,4.0,1,0,0,57.0,57.0,2.0794415416798357,0,0,0,0
tt7581572,Sudani from Nigeria,,2018,123,8.2987883944492,True,Comedy Drama Sport,movie,0.0,1,,,,writer producer director,2,1988.0,1988.0,,"music_department writer director,writer producer director",0,0,0,2018.0,123.0,4487.0,8.2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sudani from Nigeria,sudani from nigeria,2.0,comedy|sport,1,sudani from nigeria,1,0.0,0.0,2007.5,92.0,6.1,245.50000000000006,6506812.322578232,2018.0,123.0,4487.0,direct_tconst,direct_tconst,direct_tconst,sudani from nigeria,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt0304711,The Order,The Order,2003,102,9.766120240743215,False,Horror Mystery Thriller,movie,0.0,1,,,,director writer producer,1,,,,director writer producer,0,0,0,2003.0,102.0,18040.0,5.1,7659747.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,The Order,the order,3.0,horror|mystery|thriller,1,the order,1,0.0,0.0,2011.0,91.0,5.7,253.0,3777825.5901044183,2003.0,102.0,18040.0,direct_tconst,direct_tconst,direct_tconst,the order,14643.0,The Order,2003.0,8,60,38.0,22577.0,102.0,0.0,0.0,2.0,0.0,0.0,1,0,0,-30.0,30.0,4.110873864173311,0,0,0,0
tt0082912,Pixote,Pixote A Lei do Mais Fraco,1980,128,8.928375259853631,True,Crime Drama,movie,0.0,1,1946.0,1946.0,2016.0,director writer producer,3,1940.0,1932.0,2016.5,"writer,director writer producer,writer assistant_director director",0,0,0,1980.0,128.0,8342.0,7.9,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Pixote,pixote,2.0,crime|drama,1,pixote,1,0.0,0.0,1996.0,93.5,6.15,170.49999999999994,2036699.499999999,1980.0,128.0,8342.0,direct_tconst,direct_tconst,direct_tconst,pixote,,,,,,,,,,,,,,0,1,1,,,0.0,0,0,0,0
tt1854513,Blancanieves,,2012,104,9.28702359674714,True,Drama Fantasy,movie,0.0,1,1963.0,1963.0,,writer director producer,3,1844.6666666666667,1785.0,1861.0,"writer director producer,writer miscellaneous archive_footage",0,0,0,2012.0,104.0,11204.0,7.5,279735.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Blancanieves,blancanieves,2.0,drama|fantasy,1,blancanieves,1,0.0,0.0,2003.5,93.0,6.15,189.5,7051463.296395302,2012.0,104.0,11204.0,direct_tconst,direct_tconst,direct_tconst,blancanieves,3526.0,Blancanieves,2013.0,94,109,84.0,5163.0,105.0,1.0,1.0,1.0,1.0,1.0,1,0,0,10.0,10.0,4.700480365792417,0,0,0,0
tt0066561,When Dinosaurs Ruled the Earth,,1970,100,7.810758116529357,False,Adventure Fantasy Romance,movie,0.0,1,1911.0,1911.0,2006.0,writer director producer,2,1920.5,1911.0,2007.5,"writer director producer,writer actor miscellaneous",0,0,0,1970.0,96.0,2623.0,5.1,371950.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,When Dinosaurs Ruled the Earth,when dinosaurs ruled the earth,4.0,adventure|fantasy|romance|science fiction,1,when dinosaurs ruled the earth,1,0.0,4.0,2002.0,90.5,6.0,182.50000000000003,12861607.200429883,1970.0,96.0,2623.0,direct_tconst,direct_tconst,direct_tconst,when dinosaurs ruled the earth,,,,,,,,,,,,,,0,1,1,,,0.0,1,0,1,0
tt0323033,Laws of Attraction,Laws of Attraction,2004,90,10.04316253460861,False,Comedy Romance,movie,0.0,1,1957.0,1957.0,,actor director writer,2,1959.0,1951.0,,"writer producer script_department,producer writer director",0,0,0,2004.0,90.0,23840.0,5.8,17848322.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Laws of Attraction,laws of attraction,2.0,comedy|romance,1,laws of attraction,1,0.0,0.0,2000.5,94.0,6.1,186.0,3351563.2031327677,2004.0,90.0,23840.0,direct_tconst,direct_tconst,direct_tconst,laws of attraction,8788.0,Laws of Attraction,2004.0,18,147,47.0,36811.0,89.0,0.0,0.0,1.0,0.0,1.0,1,0,0,-29.0,29.0,4.997212273764115,0,0,0,0
tt1093842,My Winnipeg,,2007,80,8.55429627936774,True,Comedy Drama Fantasy,movie,0.0,1,1956.0,1956.0,,director writer cinematographer,2,1952.0,1948.0,,"writer actor script_department,director writer cinematographer",0,0,0,,,,,,,,,,,,,,,,,0,my winnipeg,0,,,,,,,,,,,none,none,none,my winnipeg,1622.0,My Winnipeg,2007.0,95,91,77.0,4100.0,80.0,1.0,1.0,1.0,0.0,0.0,1,0,0,18.0,18.0,4.5217885770490405,0,0,0,0
