year_film,year_ceremony,ceremony,category,canon_category,name,film,winner,title_key
2020,2021,93,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Andra Day,The United States vs. Billie Holiday,False,the united states vs billie holiday
2020,2021,93,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Vanessa Kirby,Pieces of a Woman,False,pieces of a woman
2020,2021,93,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Frances McDormand,Nomadland,True,nomadland
2020,2021,93,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Carey Mulligan,Promising Young Woman,False,promising young woman
2020,2021,93,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Maria Bakalova,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,False,borat subsequent moviefilm delivery of prodigious bribe to american regime for make benefit once glorious nation of kazakhstan
2020,2021,93,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Glenn Close,Hillbilly Elegy,False,hillbilly elegy
2020,2021,93,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Olivia Colman,The Father,False,the father
2020,2021,93,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Amanda Seyfried,Mank,False,mank
2020,2021,93,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Yuh-Jung Youn,Minari,True,minari
2020,2021,93,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Dan Scanlon/Kori Rae,Onward,False,onward
2020,2021,93,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Glen Keane/Gennie Rim/Peilin Chou,Over the Moon,False,over the moon
2020,2021,93,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Richard Phelan/Will Becher/Paul Kewley,A Shaun the Sheep Movie: Farmageddon,False,a shaun the sheep movie farmageddon
2020,2021,93,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Pete Docter/Dana Murray,Soul,True,soul
2020,2021,93,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Tomm Moore/Ross Stewart/Paul Young/Stéphan Roelants,Wolfwalkers,False,wolfwalkers
2020,2021,93,CINEMATOGRAPHY,CINEMATOGRAPHY,Sean Bobbitt,Judas and the Black Messiah,False,judas and the black messiah
2020,2021,93,CINEMATOGRAPHY,CINEMATOGRAPHY,Erik Messerschmidt,Mank,True,mank
2020,2021,93,CINEMATOGRAPHY,CINEMATOGRAPHY,Dariusz Wolski,News of the World,False,news of the world
2020,2021,93,CINEMATOGRAPHY,CINEMATOGRAPHY,Joshua James Richards,Nomadland,False,nomadland
2020,2021,93,CINEMATOGRAPHY,CINEMATOGRAPHY,Phedon Papamichael,The Trial of the Chicago 7,False,the trial of the chicago 7
2020,2021,93,COSTUME DESIGN,COSTUME DESIGN,Alexandra Byrne,Emma,False,emma
2020,2021,93,COSTUME DESIGN,COSTUME DESIGN,Ann Roth,Ma Rainey's Black Bottom,True,ma rainey s black bottom
2020,2021,93,COSTUME DESIGN,COSTUME DESIGN,Trish Summerville,Mank,False,mank
2020,2021,93,COSTUME DESIGN,COSTUME DESIGN,Bina Daigeler,Mulan,False,mulan
2020,2021,93,COSTUME DESIGN,COSTUME DESIGN,Massimo Cantini Parrini,Pinocchio,False,pinocchio
2020,2021,93,DIRECTING,DIRECTING,Thomas Vinterberg,Another Round,False,another round
2020,2021,93,DIRECTING,DIRECTING,David Fincher,Mank,False,mank
2020,2021,93,DIRECTING,DIRECTING,Lee Isaac Chung,Minari,False,minari
2020,2021,93,DIRECTING,DIRECTING,Chloé Zhao,Nomadland,True,nomadland
2020,2021,93,DIRECTING,DIRECTING,Emerald Fennell,Promising Young Woman,False,promising young woman
2020,2021,93,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Alexander Nanau/Bianca Oana,Collective,False,collective
2020,2021,93,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Nicole Newnham/Jim LeBrecht/Sara Bolder,Crip Camp,False,crip camp
2020,2021,93,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Maite Alberdi/Marcela Santibáñez,The Mole Agent,False,the mole agent
2020,2021,93,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Pippa Ehrlich/James Reed/Craig Foster,My Octopus Teacher,True,my octopus teacher
2020,2021,93,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Garrett Bradley/Lauren Domino/Kellen Quinn,Time,False,time
2020,2021,93,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Anthony Giacchino/Alice Doyard,Colette,True,colette
2020,2021,93,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Ben Proudfoot/Kris Bowers,A Concerto Is a Conversation,False,a concerto is a conversation
2020,2021,93,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Anders Hammer/Charlotte Cook,Do Not Split,False,do not split
2020,2021,93,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Skye Fitzgerald/Michael Scheuerman,Hunger Ward,False,hunger ward
2020,2021,93,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Sophia Nahli Allison/Janice Duncan,A Love Song for Latasha,False,a love song for latasha
2020,2021,93,FILM EDITING,FILM EDITING,Yorgos Lamprinos,The Father,False,the father
2020,2021,93,FILM EDITING,FILM EDITING,Chloé Zhao,Nomadland,False,nomadland
2020,2021,93,FILM EDITING,FILM EDITING,Frédéric Thoraval,Promising Young Woman,False,promising young woman
2020,2021,93,FILM EDITING,FILM EDITING,Mikkel E. G. Nielsen,Sound of Metal,True,sound of metal
2020,2021,93,FILM EDITING,FILM EDITING,Alan Baumgarten,The Trial of the Chicago 7,False,the trial of the chicago 7
2020,2021,93,INTERNATIONAL FEATURE FILM,INTERNATIONAL FEATURE FILM,Denmark,Another Round,True,another round
2020,2021,93,INTERNATIONAL FEATURE FILM,INTERNATIONAL FEATURE FILM,Hong Kong,Better Days,False,better days
2020,2021,93,INTERNATIONAL FEATURE FILM,INTERNATIONAL FEATURE FILM,Romania,Collective,False,collective
2020,2021,93,INTERNATIONAL FEATURE FILM,INTERNATIONAL FEATURE FILM,Tunisia,The Man Who Sold His Skin,False,the man who sold his skin
2020,2021,93,INTERNATIONAL FEATURE FILM,INTERNATIONAL FEATURE FILM,Bosnia and Herzegovina,"Quo Vadis, Aida?",False,quo vadis aida
2020,2021,93,MAKEUP AND HAIRSTYLING,MAKEUP AND HAIRSTYLING,Marese Langan/Laura Allen/Claudia Stolze,Emma,False,emma
2020,2021,93,MAKEUP AND HAIRSTYLING,MAKEUP AND HAIRSTYLING,Eryn Krueger Mekash/Matthew Mungle/Patricia Dehaney,Hillbilly Elegy,False,hillbilly elegy
2020,2021,93,MAKEUP AND HAIRSTYLING,MAKEUP AND HAIRSTYLING,Sergio Lopez-Rivera/Mia Neal/Jamika Wilson,Ma Rainey's Black Bottom,True,ma rainey s black bottom
2020,2021,93,MAKEUP AND HAIRSTYLING,MAKEUP AND HAIRSTYLING,Gigi Williams/Kimberley Spiteri/Colleen LaBaff,Mank,False,mank
2020,2021,93,MAKEUP AND HAIRSTYLING,MAKEUP AND HAIRSTYLING,Mark Coulier/Dalia Colli/Francesco Pegoretti,Pinocchio,False,pinocchio
2020,2021,93,MUSIC (Original Score),MUSIC (Original Score),Terence Blanchard,Da 5 Bloods,False,da 5 bloods
2020,2021,93,MUSIC (Original Score),MUSIC (Original Score),Trent Reznor/Atticus Ross,Mank,False,mank
2020,2021,93,MUSIC (Original Score),MUSIC (Original Score),Emile Mosseri,Minari,False,minari
2020,2021,93,MUSIC (Original Score),MUSIC (Original Score),James Newton Howard,News of the World,False,news of the world
2020,2021,93,MUSIC (Original Score),MUSIC (Original Score),Trent Reznor/Atticus Ross/Jon Batiste,Soul,True,soul
2020,2021,93,MUSIC (Original Song),MUSIC (Original Song),H.E.R./Dernst Emile II/Tiara Thomas,Judas and the Black Messiah,True,judas and the black messiah
2020,2021,93,MUSIC (Original Song),MUSIC (Original Song),Daniel Pemberton/Celeste Waite,The Trial of the Chicago 7,False,the trial of the chicago 7
2020,2021,93,MUSIC (Original Song),MUSIC (Original Song),Savan Kotecha/Fat Max Gsus/Rickard Göransson,Eurovision Song Contest: The Story of Fire Saga,False,eurovision song contest the story of fire saga
2020,2021,93,MUSIC (Original Song),MUSIC (Original Song),Diane Warren/Laura Pausini,The Life Ahead (La Vita Davanti a Se),False,the life ahead la vita davanti a se
2020,2021,93,MUSIC (Original Song),MUSIC (Original Song),Leslie Odom Jr./Sam Ashworth,One Night in Miami...,False,one night in miami
2020,2021,93,BEST PICTURE,BEST PICTURE,David Parfitt/Jean-Louis Livi/Philippe Carcassonne,The Father,False,the father
2020,2021,93,BEST PICTURE,BEST PICTURE,Shaka King/Charles D. King/Ryan Coogler,Judas and the Black Messiah,False,judas and the black messiah
2020,2021,93,BEST PICTURE,BEST PICTURE,Ceán Chaffin/Eric Roth/Douglas Urbanski,Mank,False,mank
2020,2021,93,BEST PICTURE,BEST PICTURE,Christina Oh,Minari,False,minari
2020,2021,93,BEST PICTURE,BEST PICTURE,Frances McDormand/Peter Spears/Mollye Asher/Dan Janvey/Chloé Zhao,Nomadland,True,nomadland
2020,2021,93,BEST PICTURE,BEST PICTURE,Ben Browning/Ashley Fox/Emerald Fennell/Josey McNamara,Promising Young Woman,False,promising young woman
2020,2021,93,BEST PICTURE,BEST PICTURE,Bert Hamelinck/Sacha Ben Harroche,Sound of Metal,False,sound of metal
2020,2021,93,BEST PICTURE,BEST PICTURE,Marc Platt/Stuart Besser,The Trial of the Chicago 7,False,the trial of the chicago 7
2020,2021,93,PRODUCTION DESIGN,ART DIRECTION,Peter Francis/Cathy Featherstone,The Father,False,the father
2020,2021,93,PRODUCTION DESIGN,ART DIRECTION,Mark Ricker/Karen O'Hara/Diana Stoughton,Ma Rainey's Black Bottom,False,ma rainey s black bottom
2020,2021,93,PRODUCTION DESIGN,ART DIRECTION,Donald Graham Burt/Jan Pascale,Mank,True,mank
2020,2021,93,PRODUCTION DESIGN,ART DIRECTION,David Crank/Elizabeth Keenan,News of the World,False,news of the world
2020,2021,93,PRODUCTION DESIGN,ART DIRECTION,Nathan Crowley/Kathy Lucas,Tenet,False,tenet
2020,2021,93,SHORT FILM (Animated),SHORT FILM (Animated),Madeline Sharafian/Michael Capbarat,Burrow,False,burrow
2020,2021,93,SHORT FILM (Animated),SHORT FILM (Animated),Adrien Mérigeau/Amaury Ovise,Genius Loci,False,genius loci
2020,2021,93,SHORT FILM (Animated),SHORT FILM (Animated),Will McCormack/Michael Govier,If Anything Happens I Love You,True,if anything happens i love you
2020,2021,93,SHORT FILM (Animated),SHORT FILM (Animated),Erick Oh,Opera,False,opera
2020,2021,93,SHORT FILM (Animated),SHORT FILM (Animated),Gísli Darri Halldórsson/Arnar Gunnarsson,Yes-People,False,yes people
2020,2021,93,SHORT FILM (Live Action),SHORT FILM (Live Action),Doug Roland/Susan Ruzenski,Feeling Through,False,feeling through
2020,2021,93,SHORT FILM (Live Action),SHORT FILM (Live Action),Elvira Lind/Sofia Sondervan,The Letter Room,False,the letter room
2020,2021,93,SHORT FILM (Live Action),SHORT FILM (Live Action),Farah Nabulsi/Ossama Bawardi,The Present,False,the present
2020,2021,93,SHORT FILM (Live Action),SHORT FILM (Live Action),Travon Free/Martin Desmond Roe,Two Distant Strangers,True,two distant strangers
2020,2021,93,SHORT FILM (Live Action),SHORT FILM (Live Action),Tomer Shushan/Shira Hochman,White Eye,False,white eye
2020,2021,93,SOUND,SOUND MIXING,Warren Shaw/Michael Minkler/Beau Borders/David Wyman,Greyhound,False,greyhound
2020,2021,93,SOUND,SOUND MIXING,Ren Klyce/Jeremy Molod/David Parker/Nathan Nance/Drew Kunin,Mank,False,mank
2020,2021,93,SOUND,SOUND MIXING,Oliver Tarney/Mike Prestwood Smith/William Miller/John Pritchett,News of the World,False,news of the world
2020,2021,93,SOUND,SOUND MIXING,Ren Klyce/Coya Elliott/David Parker,Soul,False,soul
2020,2021,93,SOUND,SOUND MIXING,Nicolas Becker/Jaime Baksht/Michellee Couttolenc/Carlos Cortés/Phillip Bladh,Sound of Metal,True,sound of metal
2020,2021,93,VISUAL EFFECTS,VISUAL EFFECTS,Matt Sloan/Genevieve Camilleri/Matt Everitt/Brian Cox,Love and Monsters,False,love and monsters
2020,2021,93,VISUAL EFFECTS,VISUAL EFFECTS,Matthew Kasmir/Christopher Lawrence/Max Solomon/David Watkins,The Midnight Sky,False,the midnight sky
2020,2021,93,VISUAL EFFECTS,VISUAL EFFECTS,Sean Faden/Anders Langlands/Seth Maury/Steve Ingram,Mulan,False,mulan
2020,2021,93,VISUAL EFFECTS,VISUAL EFFECTS,Nick Davis/Greg Fisher/Ben Jones/Santiago Colomo Martinez,The One and Only Ivan,False,the one and only ivan
2020,2021,93,VISUAL EFFECTS,VISUAL EFFECTS,Andrew Jackson/David Lee/Andrew Lockley/Scott Fisher,Tenet,True,tenet
2020,2021,93,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Sacha Baron Cohen/Anthony Hines/Dan Swimer/Peter Baynham/Erica Rivinoja/Dan Mazer/Jena Friedman/Lee Kern/Nina Pedrad,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,False,borat subsequent moviefilm delivery of prodigious bribe to american regime for make benefit once glorious nation of kazakhstan
2020,2021,93,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Christopher Hampton/Florian Zeller,The Father,True,the father
2020,2021,93,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Chloé Zhao,Nomadland,False,nomadland
2020,2021,93,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Kemp Powers,One Night in Miami...,False,one night in miami
2020,2021,93,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Ramin Bahrani,The White Tiger,False,the white tiger
2020,2021,93,WRITING (Original Screenplay),WRITING (Original Screenplay),Will Berson/Shaka King/Kenny Lucas/Keith Lucas,Judas and the Black Messiah,False,judas and the black messiah
2020,2021,93,WRITING (Original Screenplay),WRITING (Original Screenplay),Lee Isaac Chung,Minari,False,minari
2020,2021,93,WRITING (Original Screenplay),WRITING (Original Screenplay),Emerald Fennell,Promising Young Woman,True,promising young woman
2020,2021,93,WRITING (Original Screenplay),WRITING (Original Screenplay),Darius Marder/Abraham Marder/Derek Cianfrance,Sound of Metal,False,sound of metal
2020,2021,93,WRITING (Original Screenplay),WRITING (Original Screenplay),Aaron Sorkin,The Trial of the Chicago 7,False,the trial of the chicago 7
2020,2021,93,JEAN HERSHOLT HUMANITARIAN AWARD,JEAN HERSHOLT HUMANITARIAN AWARD,Motion Picture and Television Fund,,True,
2020,2021,93,JEAN HERSHOLT HUMANITARIAN AWARD,JEAN HERSHOLT HUMANITARIAN AWARD,Tyler Perry,,True,
2021,2022,94,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Javier Bardem,Being the Ricardos,False,being the ricardos
2021,2022,94,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Benedict Cumberbatch,The Power of the Dog,False,the power of the dog
2021,2022,94,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Andrew Garfield,"tick, tick...BOOM!",False,tick tick boom
2021,2022,94,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Will Smith,King Richard,True,king richard
2021,2022,94,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Denzel Washington,The Tragedy of Macbeth,False,the tragedy of macbeth
2021,2022,94,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Ciarán Hinds,Belfast,False,belfast
2021,2022,94,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Troy Kotsur,CODA,True,coda
2021,2022,94,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Jesse Plemons,The Power of the Dog,False,the power of the dog
2021,2022,94,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,J.K. Simmons,Being the Ricardos,False,being the ricardos
2021,2022,94,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Kodi Smit-McPhee,The Power of the Dog,False,the power of the dog
2021,2022,94,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Jessica Chastain,The Eyes of Tammy Faye,True,the eyes of tammy faye
2021,2022,94,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Olivia Colman,The Lost Daughter,False,the lost daughter
2021,2022,94,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Penélope Cruz,Parallel Mothers,False,parallel mothers
2021,2022,94,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Nicole Kidman,Being the Ricardos,False,being the ricardos
2021,2022,94,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Kristen Stewart,Spencer,False,spencer
2021,2022,94,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Jessie Buckley,The Lost Daughter,False,the lost daughter
2021,2022,94,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Ariana DeBose,West Side Story,True,west side story
2021,2022,94,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Judi Dench,Belfast,False,belfast
2021,2022,94,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Kirsten Dunst,The Power of the Dog,False,the power of the dog
2021,2022,94,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Aunjanue Ellis,King Richard,False,king richard
2021,2022,94,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Jared Bush/Byron Howard/Yvett Merino/Clark Spencer,Encanto,True,encanto
2021,2022,94,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Jonas Poher Rasmussen/Monica Hellström/Signe Byrge Sørensen/Charlotte De La Gournerie,Flee,False,flee
2021,2022,94,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Enrico Casarosa/Andrea Warren,Luca,False,luca
2021,2022,94,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Mike Rianda/Phil Lord/Christopher Miller/Kurt Albrecht,The Mitchells vs. the Machines,False,the mitchells vs the machines
2021,2022,94,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Don Hall/Carlos López Estrada/Osnat Shurer/Peter Del Vecho,Raya and the Last Dragon,False,raya and the last dragon
2021,2022,94,CINEMATOGRAPHY,CINEMATOGRAPHY,Greig Fraser,Dune,True,dune
2021,2022,94,CINEMATOGRAPHY,CINEMATOGRAPHY,Dan Laustsen,Nightmare Alley,False,nightmare alley
2021,2022,94,CINEMATOGRAPHY,CINEMATOGRAPHY,Ari Wegner,The Power of the Dog,False,the power of the dog
2021,2022,94,CINEMATOGRAPHY,CINEMATOGRAPHY,Bruno Delbonnel,The Tragedy of Macbeth,False,the tragedy of macbeth
2021,2022,94,CINEMATOGRAPHY,CINEMATOGRAPHY,Janusz Kaminski,West Side Story,False,west side story
2021,2022,94,COSTUME DESIGN,COSTUME DESIGN,Jenny Beavan,Cruella,True,cruella
2021,2022,94,COSTUME DESIGN,COSTUME DESIGN,Massimo Cantini Parrini/Jacqueline Durran,Cyrano,False,cyrano
2021,2022,94,COSTUME DESIGN,COSTUME DESIGN,Jacqueline West/Robert Morgan,Dune,False,dune
2021,2022,94,COSTUME DESIGN,COSTUME DESIGN,Luis Sequeira,Nightmare Alley,False,nightmare alley
2021,2022,94,COSTUME DESIGN,COSTUME DESIGN,Paul Tazewell,West Side Story,False,west side story
2021,2022,94,DIRECTING,DIRECTING,Kenneth Branagh,Belfast,False,belfast
2021,2022,94,DIRECTING,DIRECTING,Ryusuke Hamaguchi,Drive My Car,False,drive my car
2021,2022,94,DIRECTING,DIRECTING,Paul Thomas Anderson,Licorice Pizza,False,licorice pizza
2021,2022,94,DIRECTING,DIRECTING,Jane Campion,The Power of the Dog,True,the power of the dog
2021,2022,94,DIRECTING,DIRECTING,Steven Spielberg,West Side Story,False,west side story
2021,2022,94,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Jessica Kingdon/Kira Simon-Kennedy/Nathan Truesdell,Ascension,False,ascension
2021,2022,94,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Stanley Nelson/Traci A. Curry,Attica,False,attica
2021,2022,94,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Jonas Poher Rasmussen/Monica Hellström/Signe Byrge Sørensen/Charlotte De La Gournerie,Flee,False,flee
2021,2022,94,DOCUMENTARY (Feature),DOCUMENTARY (Feature),"Ahmir ""Questlove"" Thompson/Joseph Patel/Robert Fyvolent/David Dinerstein","Summer of Soul (...Or, When the Revolution Could Not Be Televised)",True,summer of soul or when the revolution could not be televised
2021,2022,94,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Rintu Thomas/Sushmit Ghosh,Writing with Fire,False,writing with fire
2021,2022,94,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Matt Ogens/Geoff McLean,Audible,False,audible
2021,2022,94,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Pedro Kos/Jon Shenk,Lead Me Home,False,lead me home
2021,2022,94,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Ben Proudfoot,The Queen of Basketball,True,the queen of basketball
2021,2022,94,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Elizabeth Mirzaei/Gulistan Mirzaei,Three Songs for Benazir,False,three songs for benazir
2021,2022,94,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Jay Rosenblatt,When We Were Bullies,False,when we were bullies
2021,2022,94,FILM EDITING,FILM EDITING,Hank Corwin,Don't Look Up,False,don t look up
2021,2022,94,FILM EDITING,FILM EDITING,Joe Walker,Dune,True,dune
2021,2022,94,FILM EDITING,FILM EDITING,Pamela Martin,King Richard,False,king richard
2021,2022,94,FILM EDITING,FILM EDITING,Peter Sciberras,The Power of the Dog,False,the power of the dog
2021,2022,94,FILM EDITING,FILM EDITING,Myron Kerstein/Andrew Weisblum,"tick, tick...BOOM!",False,tick tick boom
2021,2022,94,INTERNATIONAL FEATURE FILM,INTERNATIONAL FEATURE FILM,Japan,Drive My Car,True,drive my car
2021,2022,94,INTERNATIONAL FEATURE FILM,INTERNATIONAL FEATURE FILM,Denmark,Flee,False,flee
2021,2022,94,INTERNATIONAL FEATURE FILM,INTERNATIONAL FEATURE FILM,Italy,The Hand of God,False,the hand of god
2021,2022,94,INTERNATIONAL FEATURE FILM,INTERNATIONAL FEATURE FILM,Bhutan,Lunana: A Yak in the Classroom,False,lunana a yak in the classroom
2021,2022,94,INTERNATIONAL FEATURE FILM,INTERNATIONAL FEATURE FILM,Norway,The Worst Person in the World,False,the worst person in the world
2021,2022,94,MAKEUP AND HAIRSTYLING,MAKEUP AND HAIRSTYLING,Mike Marino/Stacey Morris/Carla Farmer,Coming 2 America,False,coming 2 america
2021,2022,94,MAKEUP AND HAIRSTYLING,MAKEUP AND HAIRSTYLING,Nadia Stacey/Naomi Donne/Julia Vernon,Cruella,False,cruella
2021,2022,94,MAKEUP AND HAIRSTYLING,MAKEUP AND HAIRSTYLING,Donald Mowat/Love Larson/Eva von Bahr,Dune,False,dune
2021,2022,94,MAKEUP AND HAIRSTYLING,MAKEUP AND HAIRSTYLING,Linda Dowds/Stephanie Ingram/Justin Raleigh,The Eyes of Tammy Faye,True,the eyes of tammy faye
2021,2022,94,MAKEUP AND HAIRSTYLING,MAKEUP AND HAIRSTYLING,Göran Lundström/Anna Carin Lock/Frederic Aspiras,House of Gucci,False,house of gucci
2021,2022,94,MUSIC (Original Score),MUSIC (Original Score),Nicholas Britell,Don't Look Up,False,don t look up
2021,2022,94,MUSIC (Original Score),MUSIC (Original Score),Hans Zimmer,Dune,True,dune
2021,2022,94,MUSIC (Original Score),MUSIC (Original Score),Germaine Franco,Encanto,False,encanto
2021,2022,94,MUSIC (Original Score),MUSIC (Original Score),Alberto Iglesias,Parallel Mothers,False,parallel mothers
2021,2022,94,MUSIC (Original Score),MUSIC (Original Score),Jonny Greenwood,The Power of the Dog,False,the power of the dog
2021,2022,94,MUSIC (Original Song),MUSIC (Original Song),DIXSON/Beyoncé Knowles-Carter,King Richard,False,king richard
2021,2022,94,MUSIC (Original Song),MUSIC (Original Song),Lin-Manuel Miranda,Encanto,False,encanto
2021,2022,94,MUSIC (Original Song),MUSIC (Original Song),Van Morrison,Belfast,False,belfast
2021,2022,94,MUSIC (Original Song),MUSIC (Original Song),Billie Eilish/Finneas O'Connell,No Time to Die,True,no time to die
2021,2022,94,MUSIC (Original Song),MUSIC (Original Song),Diane Warren,Four Good Days,False,four good days
2021,2022,94,BEST PICTURE,BEST PICTURE,Laura Berwick/Kenneth Branagh/Becca Kovacik/Tamar Thomas,Belfast,False,belfast
2021,2022,94,BEST PICTURE,BEST PICTURE,Philippe Rousselet/Fabrice Gianfermi/Patrick Wachsberger,CODA,True,coda
2021,2022,94,BEST PICTURE,BEST PICTURE,Adam McKay/Kevin Messick,Don't Look Up,False,don t look up
2021,2022,94,BEST PICTURE,BEST PICTURE,Teruhisa Yamamoto,Drive My Car,False,drive my car
2021,2022,94,BEST PICTURE,BEST PICTURE,Mary Parent/Denis Villeneuve/Cale Boyter,Dune,False,dune
2021,2022,94,BEST PICTURE,BEST PICTURE,Tim White/Trevor White/Will Smith,King Richard,False,king richard
2021,2022,94,BEST PICTURE,BEST PICTURE,Sara Murphy/Adam Somner/Paul Thomas Anderson,Licorice Pizza,False,licorice pizza
2021,2022,94,BEST PICTURE,BEST PICTURE,Guillermo del Toro/J. Miles Dale/Bradley Cooper,Nightmare Alley,False,nightmare alley
2021,2022,94,BEST PICTURE,BEST PICTURE,Jane Campion/Tanya Seghatchian/Emile Sherman/Iain Canning/Roger Frappier,The Power of the Dog,False,the power of the dog
2021,2022,94,BEST PICTURE,BEST PICTURE,Steven Spielberg/Kristie Macosko Krieger,West Side Story,False,west side story
2021,2022,94,PRODUCTION DESIGN,ART DIRECTION,Patrice Vermette/Zsuzsanna Sipos,Dune,True,dune
2021,2022,94,PRODUCTION DESIGN,ART DIRECTION,Tamara Deverell/Shane Vieau,Nightmare Alley,False,nightmare alley
2021,2022,94,PRODUCTION DESIGN,ART DIRECTION,Grant Major/Amber Richards,The Power of the Dog,False,the power of the dog
2021,2022,94,PRODUCTION DESIGN,ART DIRECTION,Stefan Dechant/Nancy Haigh,The Tragedy of Macbeth,False,the tragedy of macbeth
2021,2022,94,PRODUCTION DESIGN,ART DIRECTION,Adam Stockhausen/Rena DeAngelo,West Side Story,False,west side story
2021,2022,94,SHORT FILM (Animated),SHORT FILM (Animated),Joanna Quinn/Les Mills,Affairs of the Art,False,affairs of the art
2021,2022,94,SHORT FILM (Animated),SHORT FILM (Animated),Hugo Covarrubias/Tevo Díaz,Bestia,False,bestia
2021,2022,94,SHORT FILM (Animated),SHORT FILM (Animated),Anton Dyakov,Boxballet,False,boxballet
2021,2022,94,SHORT FILM (Animated),SHORT FILM (Animated),Dan Ojari/Mikey Please,Robin Robin,False,robin robin
2021,2022,94,SHORT FILM (Animated),SHORT FILM (Animated),Alberto Mielgo/Leo Sanchez,The Windshield Wiper,True,the windshield wiper
2021,2022,94,SHORT FILM (Live Action),SHORT FILM (Live Action),Maria Brendle/Nadine Lüchinger,Ala Kachuu - Take and Run,False,ala kachuu take and run
