tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt1964624,movie,In the House,Dans la maison,0,2012,\N,105,"Drama,Mystery,Thriller"
tt1965162,movie,Boys of Abu Ghraib,Boys of Abu Ghraib,0,2014,\N,102,"Drama,Thriller,War"
tt1965308,movie,Interreflections,Interreflections,0,2020,\N,165,"Drama,Fantasy,History"
tt1966359,movie,Father Figures,Father Figures,0,2017,\N,113,"Comedy,Drama"
tt1966385,movie,City of Tiny Lights,City of Tiny Lights,0,2016,\N,110,"Crime,Drama,Mystery"
tt1969959,movie,Box Office 3D: The Filmest of Films,Box Office 3D: Il film dei film,0,2011,\N,90,"Comedy,Family"
tt1971514,movie,Salvo,Salvo,0,2013,\N,110,"Crime,Drama,Romance"
tt1972646,movie,Eames: The Architect & The Painter,Eames: The Architect & The Painter,0,2011,\N,85,"Biography,Documentary"
tt1972819,movie,And While We Were Here,And While We Were Here,0,2012,\N,83,"Drama,Romance"
tt1979283,movie,Nisos 2: To kynigi tou hamenou thisavrou,Nisos 2: To kynigi tou hamenou thisavrou,0,2011,\N,109,Comedy
tt1979319,movie,Rurouni Kenshin Part I: Origins,Rurôni Kenshin: Meiji kenkaku romantan,0,2012,\N,134,"Action,Adventure,Drama"
tt1980219,movie,Furious,Razend,0,2011,\N,93,Drama
tt1980986,movie,Housefull 2,Housefull 2,0,2012,\N,145,"Action,Comedy,Drama"
tt1981107,movie,The Young and Prodigious T.S. Spivet,The Young and Prodigious T.S. Spivet,0,2013,\N,105,"Adventure,Comedy,Drama"
tt1982882,movie,True Bloodthirst,True Bloodthirst,0,2012,\N,86,"Action,Horror,Sci-Fi"
tt1985017,movie,Atlas Shrugged II: The Strike,Atlas Shrugged II: The Strike,0,2012,\N,111,"Drama,Mystery,Sci-Fi"
tt1986180,movie,The Test,The Test,0,2012,\N,89,Comedy
tt1988573,movie,Trap.com,Cilada.com,0,2011,\N,95,"Comedy,Romance"
tt1988733,movie,Naalaiya Theerpu,Naalaiya Theerpu,0,1992,\N,140,"Drama,Romance"
tt1988774,movie,Salt n' Pepper,Salt n' Pepper,0,2011,\N,118,"Comedy,Drama,Romance"
tt1989674,movie,The Man Inside,The Man Inside,0,2012,\N,99,"Crime,Drama,Thriller"
tt1990352,movie,The Island President,The Island President,0,2011,\N,101,Documentary
tt1991245,movie,Chernobyl Diaries,Chernobyl Diaries,0,2012,\N,86,"Horror,Mystery,Thriller"
tt1992258,movie,Tower Block,Tower Block,0,2012,\N,90,Thriller
tt1993391,movie,10 Rules for Sleeping Around,10 Rules for Sleeping Around,0,2013,\N,94,"Comedy,Romance"
tt1996226,movie,Darling Nikki,Darling Nikki,0,2019,\N,62,Drama
tt1997455,movie,Naadodigal,Naadodigal,0,2009,\N,161,"Action,Drama,Musical"
tt1998204,movie,Home from Home: Chronicle of a Vision,Die andere Heimat: Chronik einer Sehnsucht,0,2013,\N,231,"Drama,History"
tt1999167,movie,Naruto Shippuden the Movie: Blood Prison,Gekijouban Naruto: Buraddo purizun,0,2011,\N,108,"Action,Animation,Mystery"
tt1999192,movie,Kevin Hart: Laugh at My Pain,Kevin Hart: Laugh at My Pain,0,2011,\N,89,"Comedy,Documentary"
tt1999995,movie,Would You Rather,Would You Rather,0,2012,\N,93,"Horror,Thriller"
tt2005151,movie,War Dogs,War Dogs,0,2016,\N,114,"Biography,Comedy,Crime"
tt2005363,movie,Tekken: Blood Vengeance,Tekken: Buraddo benjensu,0,2011,\N,92,"Action,Animation,Fantasy"
tt2006721,movie,Divorce Invitation,Divorce Invitation,0,2012,\N,110,"Comedy,Romance"
tt2006801,movie,Night of the Living Dead: Resurrection,Night of the Living Dead: Resurrection,0,2012,\N,86,Horror
tt2007387,movie,The Front Line,Go-ji-jeon,0,2011,\N,133,"Action,Drama,History"
tt2007413,movie,Quick,Kwik,0,2011,\N,115,"Action,Comedy,Crime"
tt2008006,movie,A Simple Life,Tou ze,0,2011,\N,118,Drama
tt2008513,movie,First Position,First Position,0,2011,\N,95,Documentary
tt2011276,movie,Banshee Chapter,Banshee Chapter,0,2013,\N,87,"Horror,Mystery,Sci-Fi"
tt2011971,movie,Monsieur Lazhar,Monsieur Lazhar,0,2011,\N,95,"Comedy,Drama"
tt2014260,movie,Jihne Mera Dil Luteya,Jihne Mera Dil Luteya,0,2011,\N,135,"Comedy,Drama"
tt2014319,movie,Plan 9,Plan 9,0,2015,\N,103,"Comedy,Drama,Fantasy"
tt2014338,movie,Side by Side,Side by Side,0,2012,\N,99,Documentary
tt2015381,movie,Guardians of the Galaxy,Guardians of the Galaxy,0,2014,\N,121,"Action,Adventure,Comedy"
tt2022522,movie,Runway,Runway,0,2010,\N,90,Drama
tt2024544,movie,12 Years a Slave,12 Years a Slave,0,2013,\N,134,"Biography,Drama,History"
tt2027154,movie,Love Bite,Love Bite,0,2012,\N,91,"Comedy,Horror,Romance"
tt2028530,movie,Paradise Lost 3: Purgatory,Paradise Lost 3: Purgatory,0,2011,\N,121,"Crime,Documentary"
tt2034139,movie,The Last Exorcism Part II,The Last Exorcism: Part II,0,2013,\N,88,"Horror,Thriller"
tt2034761,movie,Journey to the Christmas Star,Reisen til julestjernen,0,2012,\N,80,"Adventure,Family,Fantasy"
tt2034800,movie,The Great Wall,The Great Wall,0,2016,\N,103,"Action,Adventure,Fantasy"
tt2036416,movie,You Are the Apple of My Eye,"Na xie nian, wo men yi qi zhui de nu hai",0,2011,\N,109,"Comedy,Drama,Romance"
tt2039338,movie,Flatliners,Flatliners,0,2017,\N,109,"Drama,Horror,Mystery"
tt2040367,movie,Expecting,Gus,0,2013,\N,87,"Comedy,Drama"
tt2040560,movie,The Pact,The Pact,0,2012,\N,89,"Horror,Mystery,Thriller"
tt2042568,movie,Inside Llewyn Davis,Inside Llewyn Davis,0,2013,\N,104,"Drama,Music"
tt2043865,movie,Get Married If You Can,Cásese quien pueda,0,2014,\N,107,"Comedy,Romance"
tt2043887,movie,Insectula!,Insectula!,0,2015,\N,101,"Comedy,Horror,Sci-Fi"
tt2043971,movie,Real Playing Game,Real Playing Game,0,2013,\N,103,"Action,Adventure,Mystery"
tt2043979,movie,Rose,Róza,0,2011,\N,90,"Drama,War"
tt2044774,movie,The High,El-Kaif,0,1985,\N,118,"Comedy,Drama"
tt2048726,movie,Daruchini Dwip,Daruchini Dwip,0,2007,\N,128,"Comedy,Drama,Romance"
tt2048877,movie,The Ambassador,The Ambassador,0,2011,\N,97,Documentary
tt2049543,movie,Synchronicity,Synchronicity,0,2015,\N,101,"Drama,Mystery,Romance"
tt2053423,movie,Revenge for Jolly!,Revenge for Jolly!,0,2012,\N,81,"Comedy,Drama"
tt2053463,movie,Side Effects,Side Effects,0,2013,\N,106,"Crime,Drama,Mystery"
tt2055709,movie,Blindsided,Penthouse North,0,2013,\N,90,"Drama,Mystery,Thriller"
tt2056692,movie,Adventures of Serial Buddies,Adventures of Serial Buddies,0,2011,\N,91,Comedy
tt2057920,movie,It Watches,It Watches,0,2016,\N,79,"Horror,Thriller"
tt2057931,movie,The Foster Boy,Der Verdingbub,0,2011,\N,107,Drama
tt2060525,movie,Manborg,Manborg,0,2011,\N,75,"Action,Adventure,Animation"
tt2061702,movie,To the Forest of Firefly Lights,Hotarubi no mori e,0,2011,\N,45,"Animation,Drama,Fantasy"
tt2061822,movie,Devil Seed,Devil Seed,0,2012,\N,108,Horror
tt2061869,movie,Zombie Ass: Toilet of the Dead,Zonbi asu,0,2011,\N,85,"Comedy,Horror"
tt2062700,movie,Song to Song,Song to Song,0,2017,\N,129,"Drama,Music,Romance"
tt2062969,movie,Sister,L'enfant d'en haut,0,2012,\N,97,"Crime,Drama"
tt2062996,movie,Something from Nothing: The Art of Rap,The Art of Rap: Something from Nothing,0,2012,\N,106,"Documentary,Music"
tt2063013,movie,The Assassins,Tong que tai,0,2012,\N,107,"Drama,History"
tt2064816,movie,"I, Me Aur Main","I, Me Aur Main",0,2013,\N,108,"Comedy,Drama,Musical"
tt2064849,movie,London Paris New York,London Paris New York,0,2012,\N,100,Romance
tt2064968,movie,The Longest Week,The Longest Week,0,2014,\N,86,"Comedy,Drama,Romance"
tt2066051,movie,Rocketman,Rocketman,0,2019,\N,121,"Biography,Drama,Music"
tt2069100,movie,The Third Half,Treto poluvreme,0,2012,\N,113,"Drama,History,Romance"
tt2069797,movie,Delirium,Delirium,0,2018,\N,96,"Horror,Thriller"
tt2070649,movie,Silenced,Do-ga-ni,0,2011,\N,125,"Crime,Drama,Thriller"
tt2071441,movie,Dangerous Liaisons,Wi-heom-han gyan-gye,0,2012,\N,110,"Drama,Mystery,Romance"
tt2071491,movie,Jurassic Shark,Jurassic Shark,0,2012,\N,78,"Action,Adventure,Comedy"
tt2072029,movie,7 Nights of Darkness,7 Nights of Darkness,0,2011,\N,90,"Horror,Mystery"
tt2072230,movie,Attack on Titan Part 1,Shingeki no kyojin,0,2015,\N,98,"Action,Adventure,Drama"
tt2072233,movie,Sleepless,Sleepless,0,2017,\N,95,"Action,Crime,Thriller"
tt2072933,movie,Cottage Country,Cottage Country,0,2013,\N,91,"Comedy,Crime,Horror"
tt2073086,movie,Still Mine,Still Mine,0,2012,\N,102,Drama
tt2076220,movie,Holy Motors,Holy Motors,0,2012,\N,115,"Drama,Fantasy"
tt2076372,movie,Toad Road,Toad Road,0,2012,\N,76,"Drama,Horror,Sci-Fi"
tt2077886,movie,The Phantom of the Opera at the Royal Albert Hall,The Phantom of the Opera at the Royal Albert Hall,0,2011,\N,137,"Drama,Musical,Romance"
tt2078599,movie,Key of Life,Kagi-dorobô no mesoddo,0,2012,\N,128,"Comedy,Crime,Drama"
tt2078644,movie,Indian Rupee,Indian Rupee,0,2011,\N,155,Drama
tt2079571,movie,Roman Polanski: A Film Memoir,Roman Polanski: A Film Memoir,0,2011,\N,90,"Biography,Documentary"
tt2080374,movie,Steve Jobs,Steve Jobs,0,2015,\N,122,"Biography,Drama"
tt2081194,movie,Hansel & Gretel Get Baked,Hansel & Gretel Get Baked,0,2013,\N,86,"Comedy,Horror"
tt2081437,movie,The Liability,The Liability,0,2012,\N,82,"Comedy,Crime,Thriller"
tt2081438,movie,Zombie Massacre,Zombie Massacre,0,2013,\N,90,"Action,Horror,Sci-Fi"
tt2082180,movie,Always,Ojik geudaeman,0,2011,\N,108,"Action,Drama,Romance"
tt2082197,movie,Barfi!,Barfi!,0,2012,\N,151,"Comedy,Drama,Romance"
tt2082262,movie,Once Upon a Time in Phuket,En gång i Phuket,0,2011,\N,105,"Comedy,Romance"
tt2082415,movie,Saints and Soldiers: Airborne Creed,Saints and Soldiers: Airborne Creed,0,2012,\N,94,"Action,Drama,War"
tt2082496,movie,A Bottle in the Gaza Sea,Une bouteille à la mer,0,2010,\N,100,Drama
tt2083379,movie,A Dark Truth,A Dark Truth,0,2012,\N,106,"Action,Drama,Thriller"
tt2084093,movie,Ashley,Ashley,0,2013,\N,93,Drama
tt2084934,movie,Kill Zombie!,Zombibi,0,2012,\N,90,"Comedy,Horror"
tt2085752,movie,Autumn Blood,Autumn Blood,0,2013,\N,100,"Drama,Thriller"
tt2085783,movie,Deool,Deool,0,2011,\N,135,Drama
tt2088003,movie,Big Game,Big Game,0,2014,\N,110,"Action,Adventure,Comedy"
tt2088012,movie,Punch,Wan-deuk-i,0,2011,\N,110,"Comedy,Drama,Family"
tt2091325,movie,Bad Johnson,Bad Johnson,0,2014,\N,88,"Comedy,Fantasy,Romance"
tt2091478,movie,Air,Air,0,2015,\N,95,"Drama,Sci-Fi,Thriller"
tt2094767,movie,August 8,Avgust. Vosmogo,0,2012,\N,120,"Action,Drama,Sci-Fi"
tt2095649,movie,Grace of Monaco,Grace of Monaco,0,2014,\N,103,"Biography,Drama,Romance"
tt2098627,movie,Attack of the 50 Foot Cheerleader,Attack of the 50 Foot Cheerleader,0,2012,\N,83,"Adventure,Comedy,Romance"
tt2102496,movie,Cabin Fever 3: Patient Zero,Cabin Fever: Patient Zero,0,2014,\N,91,"Horror,Sci-Fi"
tt2103254,movie,Tammy,Tammy,0,2014,\N,97,"Comedy,Romance"
tt2103281,movie,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,0,2014,\N,130,"Action,Adventure,Drama"
tt2104994,movie,Steve Jobs: The Lost Interview,Steve Jobs: The Lost Interview,0,2012,\N,70,Documentary
tt2106361,movie,Into the Storm,Into the Storm,0,2014,\N,89,"Action,Adventure,Drama"
tt2106671,movie,Beyond the Hill,Tepenin Ardi,0,2012,\N,94,Drama
tt2106675,movie,ThanksKilling 3,ThanksKilling 3,0,2012,\N,99,"Comedy,Horror,Sci-Fi"
tt2107648,movie,Here Comes the Devil,Ahí va el diablo,0,2012,\N,97,"Horror,Thriller"
tt2107814,movie,Schutzengel,Schutzengel,0,2012,\N,130,"Action,Crime,Drama"
tt2107850,movie,The Case Against 8,The Case Against 8,0,2014,\N,109,"Biography,Documentary,News"
tt2109184,movie,Paranormal Activity 4,Paranormal Activity 4,0,2012,\N,88,"Horror,Mystery"
tt2111392,movie,Raze,Raze,0,2013,\N,92,"Action,Drama,Horror"
tt2111478,movie,Mea Maxima Culpa: Silence in the House of God,Mea Maxima Culpa: Silence in the House of God,0,2012,\N,106,Documentary
tt2112096,movie,Absolutely Fabulous: The Movie,Absolutely Fabulous: The Movie,0,2016,\N,91,"Comedy,Crime"
tt2112277,movie,Swelter,Swelter,0,2014,\N,96,"Action,Crime,Drama"
tt2112287,movie,Thale,Thale,0,2012,\N,76,"Drama,Fantasy,Horror"
tt2113007,movie,Michael Jackson: The Life of an Icon,Michael Jackson: The Life of an Icon,0,2011,\N,149,"Documentary,Music"
tt2113681,movie,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,Hundraåringen som klev ut genom fönstret och försvann,0,2013,\N,114,"Adventure,Comedy"
tt2114440,movie,Musallat 2: Lanet,Musallat 2: Lanet,0,2011,\N,82,Horror
tt2118775,movie,Special ID,Te shu shen fen,0,2013,\N,99,"Action,Crime"
tt2119463,movie,Let the Fire Burn,Let the Fire Burn,0,2013,\N,88,"Documentary,History"
tt2119474,movie,Maximum Conviction,Maximum Conviction,0,2012,\N,98,"Action,Thriller"
tt2120057,movie,Expiration,Expiration,0,2011,\N,92,"Horror,Mystery,Thriller"
tt2120120,movie,Pixels,Pixels,0,2015,\N,105,"Action,Adventure,Comedy"
tt2120152,movie,The Invisible War,The Invisible War,0,2012,\N,93,"Crime,Documentary"
tt2124787,movie,Final Girl,Final Girl,0,2015,\N,84,"Horror,Thriller"
tt2124803,movie,How to Survive a Plague,How to Survive a Plague,0,2012,\N,110,"Documentary,History,News"
tt2124908,movie,Shut Up and Play the Hits,Shut Up and Play the Hits,0,2012,\N,108,"Documentary,Music"
tt2125501,movie,"Electric Boogaloo: The Wild, Untold Story of Cannon Films","Electric Boogaloo: The Wild, Untold Story of Cannon Films",0,2014,\N,106,"Biography,Documentary,History"
tt2125653,movie,The House I Live In,The House I Live In,0,2012,\N,98,"Crime,Documentary"
tt2125666,movie,The Queen of Versailles,The Queen of Versailles,0,2012,\N,100,Documentary
tt2125685,movie,Mockingbird,Mockingbird,0,2014,\N,81,"Horror,Thriller"
tt2126235,movie,Collide,Collide,0,2016,\N,99,"Action,Adventure,Crime"
tt2126403,movie,The Stone Roses: Made of Stone,The Stone Roses: Made of Stone,0,2013,\N,97,"Documentary,Music"
tt2140465,movie,Tanu Weds Manu Returns,Tanu Weds Manu Returns,0,2015,\N,128,"Comedy,Drama,Romance"
tt2140629,movie,Arizona,Arizona,0,2018,\N,85,"Comedy,Thriller"
tt2142797,movie,The Kirishima Thing,"Kirishima, bukatsu yamerutteyo",0,2012,\N,103,Drama
tt2142883,movie,Sen Kimsin?,Sen Kimsin?,0,2012,\N,101,Comedy
tt2145829,movie,Robot Overlords,Robot Overlords,0,2014,\N,90,"Action,Adventure,Sci-Fi"
tt2147134,movie,56 Up,56 Up,0,2012,\N,144,"Biography,Documentary"
tt2149053,movie,Orange Suit,Narenji Poush,0,2012,\N,107,"Comedy,Drama"
tt2149190,movie,Camp 14: Total Control Zone,Camp 14: Total Control Zone,0,2012,\N,106,"Biography,Documentary"
tt2150209,movie,My Grandfather's People,Dedemin Insanlari,0,2011,\N,126,"Comedy,Drama,Family"
tt2151915,movie,A Story of Yonosuke,Yokomichi Yonosuke,0,2012,\N,160,Drama
tt2152896,movie,Subramaniapuram,Subramaniapuram,0,2008,\N,145,"Action,Drama,Thriller"
tt2153891,movie,Metal Warrior,Metal Warrior,0,2011,\N,100,Musical
tt2165765,movie,Fear Clinic,Fear Clinic,0,2014,\N,95,Horror
tt2166214,movie,Khiladi 786,Khiladi 786,0,2012,\N,141,"Action,Comedy,Romance"
tt2167202,movie,Getaway,Getaway,0,2013,\N,90,"Action,Thriller"
tt2168000,movie,Gone with the Bullets,Yi bu zhi yao,0,2014,\N,140,"Action,Comedy,Drama"
tt2168180,movie,Nise: The Heart of Madness,Nise: O Coração da Loucura,0,2015,\N,106,"Biography,Drama,History"
tt2170369,movie,Dudes & Dragons,Dragon Warriors,0,2015,\N,122,"Action,Adventure,Comedy"
tt2170593,movie,St. Vincent,St. Vincent,0,2014,\N,102,"Comedy,Drama"
tt2170667,movie,Wheels,Wheels,0,2014,\N,115,Drama
tt2171454,movie,Zila Ghaziabad,Zila Ghaziabad,0,2013,\N,142,"Action,Crime,Drama"
tt2171847,movie,Dead Mine,Dead Mine,0,2012,\N,87,"Action,Adventure,Fantasy"
tt2172071,movie,Student of the Year,Student of the Year,0,2012,\N,146,"Comedy,Drama,Music"
tt2175669,movie,Get Lucky,Get Lucky,0,2013,\N,86,Action
tt2175672,movie,Spirit,Spirit,0,2012,\N,165,"Comedy,Drama"
tt2176690,movie,The Smell of Us,The Smell of Us,0,2014,\N,92,Drama
tt2177511,movie,Caesar Must Die,Cesare deve morire,0,2012,\N,77,Drama
tt2177843,movie,We Are Legion: The Story of the Hacktivists,We Are Legion: The Story of the Hacktivists,0,2012,\N,93,Documentary
tt2178470,movie,Yeh Jawaani Hai Deewani,Yeh Jawaani Hai Deewani,0,2013,\N,160,"Comedy,Drama,Musical"
tt2178508,movie,Son of Sardaar,Son of Sardaar,0,2012,\N,141,"Action,Comedy,Romance"
tt2179087,movie,I Will Follow You Into the Dark,I Will Follow You Into the Dark,0,2012,\N,112,"Drama,Horror,Romance"
tt2179121,movie,What's in a Name?,Le prénom,0,2012,\N,109,"Comedy,Drama"
tt2179226,movie,Absolute Deception,Absolute Deception,0,2013,\N,92,"Action,Drama,Thriller"
tt2179239,movie,The Last Showing,The Last Showing,0,2014,\N,89,"Horror,Thriller"
tt2179936,movie,School Dance,School Dance,0,2014,\N,85,"Comedy,Drama,Music"
tt2180333,movie,Crowsnest,Crowsnest,0,2012,\N,84,"Horror,Mystery,Thriller"
tt2180351,movie,Eating Animals,Eating Animals,0,2017,\N,94,Documentary
tt2180411,movie,Into the Woods,Into the Woods,0,2014,\N,125,"Adventure,Comedy,Drama"
tt2180477,movie,Nanban,Nanban,0,2012,\N,188,"Comedy,Drama"
tt2180583,movie,Unbelievable!!!!!,Unbelievable!!!!!,0,2020,\N,105,"Comedy,Sci-Fi"
tt2180994,movie,A Good Marriage,A Good Marriage,0,2014,\N,102,"Action,Crime,Drama"
tt2181298,movie,The Village,Don't Speak,0,2015,\N,82,"Horror,Mystery,Thriller"
tt2181855,movie,4 Roses,Cetiri ruze,0,2019,\N,100,"Crime,Drama"
tt2181889,movie,Death Do Us Part,Death Do Us Part,0,2014,\N,93,"Horror,Mystery,Thriller"
tt2181931,movie,English Vinglish,English Vinglish,0,2012,\N,134,"Comedy,Drama,Family"
tt2184287,movie,Summer in February,Summer in February,0,2013,\N,100,"Biography,Drama,Romance"
tt2186731,movie,Department,Department,0,2012,\N,141,"Action,Crime,Thriller"
tt2187115,movie,Child's Pose,Pozitia copilului,0,2013,\N,112,Drama
tt2187884,movie,Escape from Tomorrow,Escape from Tomorrow,0,2013,\N,90,"Comedy,Drama,Fantasy"
tt2190467,movie,Safelight,Safelight,0,2015,\N,84,Drama
tt2190483,movie,Living,Zhit,0,2012,\N,119,Drama
tt2190838,movie,Stage Fright,Stage Fright,0,2014,\N,89,"Comedy,Horror,Musical"
tt2191082,movie,A Promise,A Promise,0,2013,\N,98,"Drama,Romance"
tt2191701,movie,Grown Ups 2,Grown Ups 2,0,2013,\N,101,Comedy
tt2191721,movie,Jodi Breakers,Jodi Breakers,0,2012,\N,127,"Comedy,Musical,Romance"
tt2192016,movie,The Dark Horse,The Dark Horse,0,2014,\N,124,"Biography,Drama"
tt2192100,movie,Gizem Birimi,Gizem Birimi,0,2013,\N,95,"Comedy,Sci-Fi"
tt2193265,movie,Welcome to the Jungle,Welcome to the Jungle,0,2013,\N,95,"Action,Adventure,Comedy"
tt2193364,movie,I Am Shahid Afridi,Main Hoon Shahid Afridi,0,2013,\N,130,"Drama,Sport"
tt2193418,movie,Hammer of the Gods,Hammer of the Gods,0,2013,\N,99,"Action,Horror"
tt2194499,movie,About Time,About Time,0,2013,\N,123,"Comedy,Drama,Fantasy"
tt2194599,movie,Kokowääh 2,Kokowääh 2,0,2013,\N,122,Comedy
tt2194724,movie,Puella Magi Madoka Magica the Movie Part 2: Eternal,Gekijou-ban Mahou Shoujo Madoka*Magica: [Kouhen] Eien no monogatari,0,2012,\N,109,"Animation,Fantasy,Mystery"
tt2194826,movie,The Barber,The Barber,0,2014,\N,95,Thriller
tt2201221,movie,Some Girl(S),Some Girl(s),0,2013,\N,90,"Comedy,Drama"
tt2201251,movie,The Hot Flashes,The Hot Flashes,0,2013,\N,99,"Comedy,Sport"
tt2202607,movie,Everybody in Our Family,Toata lumea din familia noastra,0,2012,\N,107,"Drama,Thriller"
tt2205401,movie,Addicted,Addicted,0,2014,\N,106,"Drama,Romance,Thriller"
tt2207072,movie,Eyjafjallajökull,Eyjafjallajökull,0,2013,\N,92,Comedy
tt2207484,movie,Muck,Muck,0,2015,\N,99,Horror
tt2208568,movie,Montana,Montana,0,2014,\N,108,"Action,Crime,Drama"
tt2209400,movie,Did You... Score?,E Aí... Comeu?,0,2012,\N,104,Comedy
tt2210441,movie,Bittersweet,Assal Eswed,0,2010,\N,130,"Comedy,Drama"
tt2210463,movie,Battle of the Damned,Battle of the Damned,0,2013,\N,88,"Action,Adventure,Horror"
tt2210479,movie,Berserk: The Golden Age Arc I - The Egg of the King,Berserk: Ougon Jidai-hen I - Haou no Tamago,0,2012,\N,76,"Action,Adventure,Animation"
tt2210769,movie,Liza the Fox-Fairy,"Liza, a rókatündér",0,2015,\N,98,"Comedy,Fantasy,Romance"
tt2211173,movie,Yevadu,Yevadu,0,2014,\N,165,"Action,Thriller"
tt2211174,movie,Ammaa Ki Boli,Ammaa Ki Boli,0,2021,\N,117,"Comedy,Drama"
tt2212008,movie,The Bag Man,The Bag Man,0,2014,\N,108,"Action,Crime,Drama"
tt2213054,movie,Kai Po Che,Kai po che!,0,2013,\N,120,"Drama,Sport"
tt2214941,movie,Daddy's Little Girl,Daddy's Little Girl,0,2014,\N,107,"Horror,Thriller"
tt2215151,movie,Inequality for All,Inequality for All,0,2013,\N,89,Documentary
tt2215285,movie,Madea's Witness Protection,Madea's Witness Protection,0,2012,\N,114,"Comedy,Crime,Drama"
tt2215366,movie,From Beneath,From Beneath,0,2012,\N,82,Thriller
tt2218988,movie,Ustad Hotel,Ustad Hotel,0,2012,\N,151,"Comedy,Drama"
tt2219650,movie,Seymour: An Introduction,Seymour: An Introduction,0,2014,\N,84,"Biography,Documentary,Music"
tt2220408,movie,Vai que dá Certo,Vai que dá Certo,0,2013,\N,110,Comedy
tt2220642,movie,Bad 25,Bad 25,0,2012,\N,131,"Documentary,Music"
tt2221648,movie,Return to Nim's Island,Return to Nim's Island,0,2013,\N,90,"Adventure,Family,Fantasy"
tt2222394,movie,We Are the Nobles,Nosotros los Nobles,0,2013,\N,108,Comedy
tt2224317,movie,Robber,Lootera,0,2013,\N,136,"Drama,Romance"
tt2224902,movie,Saguni,Saguni,0,2012,\N,148,"Action,Comedy,Drama"
tt2226321,movie,Dark,Dark,0,2015,\N,93,"Drama,Thriller"
tt2226519,movie,Plush,Plush,0,2013,\N,99,"Drama,Horror,Mystery"
tt2226666,movie,Jism 2,Jism 2,0,2012,\N,130,"Drama,Romance,Thriller"
tt2229511,movie,Wer,Wer,0,2013,\N,93,"Action,Horror,Mystery"
tt2229848,movie,Chashme Baddoor,Chashme Baddoor,0,2013,\N,121,"Comedy,Drama"
tt2231138,movie,Some Velvet Morning,Some Velvet Morning,0,2013,\N,84,Drama
tt2231489,movie,Saint Seiya: Legend of Sanctuary,Seinto Seiya: Rejendo Obu Sankuchuari,0,2014,\N,93,"Action,Animation,Fantasy"
tt2232578,movie,Canopy,Canopy,0,2013,\N,84,"Adventure,Drama,Thriller"
tt2234543,movie,A Castle in Italy,Un château en Italie,0,2013,\N,104,"Comedy,Drama"
tt2236160,movie,Nightlight,Nightlight,0,2015,\N,85,"Horror,Thriller"
tt2237324,movie,Bent,Bent,0,2018,\N,96,"Action,Crime,Drama"
tt2238032,movie,Skiptrace,Jue di tao wang,0,2016,\N,107,"Action,Adventure,Comedy"
tt2238470,movie,The Stranger,The Stranger,0,2014,\N,93,"Drama,Horror,Mystery"
tt2238837,movie,Kadhalil Sodhappuvadhu Yeppadi,Kadhalil Sodhappuvadhu Yeppadi,0,2012,\N,127,"Comedy,Romance"
tt2240312,movie,Hold Your Breath,Hold Your Breath,0,2012,\N,87,"Horror,Thriller"
tt2240784,movie,Planet Ocean,Planet Ocean,0,2012,\N,94,Documentary
tt2241750,movie,Drown,Drown,0,2015,\N,93,"Drama,Sport,Thriller"
tt2242176,movie,Horsehead,Horsehead,0,2014,\N,89,"Fantasy,Horror,Mystery"
tt2243299,movie,Final Cut: Ladies and Gentlemen,Final Cut: Hölgyeim és uraim,0,2012,\N,84,"Comedy,Drama,Romance"
tt2243361,movie,High Rise Life - The Movie,Kvarteret Skatan reser till Laholm,0,2012,\N,84,Comedy
tt2243389,movie,I'm So Excited!,Los amantes pasajeros,0,2013,\N,90,"Comedy,Musical"
tt2243621,movie,The Snow Queen,Snezhnaya koroleva,0,2012,\N,80,"Adventure,Animation,Family"
tt2245195,movie,The History of Future Folk,The History of Future Folk,0,2012,\N,86,"Comedy,Music,Sci-Fi"
tt2245544,movie,Carry on Jatta,Carry on Jatta,0,2012,\N,143,Comedy
tt2246595,movie,Blood Money,Blood Money,0,2012,\N,109,"Action,Thriller"
tt2247566,movie,Kano,Kano,0,2014,\N,185,"Biography,Drama,History"
tt2250282,movie,Tulpa: Demon of Desire,Tulpa - Perdizioni mortali,0,2012,\N,84,"Horror,Thriller"
tt2250912,movie,Spider-Man: Homecoming,Spider-Man: Homecoming,0,2017,\N,133,"Action,Adventure,Sci-Fi"
tt2251481,movie,Sean Banan inuti Seanfrika,Sean Banan inuti Seanfrika,0,2012,\N,76,Comedy
tt2252552,movie,Gutshot Straight,Gutshot Straight,0,2014,\N,85,"Crime,Thriller"
tt2257602,movie,The Staircase II: The Last Chance,The Staircase II: The Last Chance,0,2013,\N,130,"Crime,Documentary,Drama"
tt2258337,movie,Eega,Eega,0,2012,\N,145,"Action,Comedy,Drama"
tt2261749,movie,The Gilded Cage,La cage dorée,0,2013,\N,90,"Comedy,Drama"
tt2262175,movie,Svengali,Svengali,0,2013,\N,93,"Comedy,Music"
tt2265171,movie,The Raid 2,Serbuan maut 2: Berandal,0,2014,\N,150,"Action,Crime,Thriller"
tt2265179,movie,Blood Brother,Blood Brother,0,2013,\N,92,Documentary
tt2265381,movie,Ishq,Ishq,0,2012,\N,160,"Comedy,Romance"
tt2265534,movie,The Lifeguard,The Lifeguard,0,2013,\N,98,"Drama,Romance"
